"date_featured_month","date_previous_month","date_same_month_last_year","ED_visits_featured_month","ED_visits_previous_month","ED_visits_same_month_last_year","ED_change_f_vs_p","ED_change_f_vs_smly","interpretation_f_vs_p","interpretation_f_vs_smly","conjunction_f_vs_p","conjunction_f_vs_smly"
2022-03-01,2022-02-01,2021-03-01,35,38,22,-3,13,"about the same","more","as","than"
